Artist,Title,Year,URL
HAMMERFALL,Hail To The King,2024,https://www.youtube.com/watch?v=N_do7NRfL9c
HAMMERFALL,Any Means Necessary,2009,https://www.youtube.com/watch?v=o3GoLHGjeZc
HAMMERFALL,Renegade,2000,https://www.youtube.com/watch?v=ItKG0oiyV4o
HAMMERFALL,Let The Hammer Fall,1998,https://www.youtube.com/watch?v=cWnt_5TL2Xk
HAMMERFALL,Hammer High,2016,https://www.youtube.com/watch?v=sqYzI8vMG_0
Stratovarius,Eagleheart,2003,https://www.youtube.com/watch?v=UGJV6cJkFcc
Stratovarius,Hunting High and Low,2000,https://www.youtube.com/watch?v=kG4uQ6Tk7fY
Blind Guardian,Nightfall,1998,https://www.youtube.com/watch?v=M0TcB5lxfuY
Blind Guardian,The Bard's Song,1992,https://www.youtube.com/watch?v=n63UbX5kzAc
Def Leppard,Answer To The Master,1980,https://www.youtube.com/watch?v=AZpyq38zqnY
Tygers of Pang Tang,Dont Touch Me There,1980,https://www.youtube.com/watch?v=3V8YmiawUik
Queen,Stone Cold Crazy,1974,https://youtu.be/Mmt2mgmrSUw
Scorpions,Dark Lady,1975,https://youtu.be/D0lcY0Jxa0U
Judas Priest,The Ripper,1976,https://youtu.be/VfGClVJh0zk
Mercyful Fate ,Desecration of Souls,1984,https://youtu.be/xV7pcdzmoDY
King Diamond,Abigail,1987,https://youtu.be/U-yYG00Nr8I
The Kinks,You Really Got Me,1964,https://youtu.be/dSQOVlkaJT4
Blue Cheer,Summertime Blues,1968,https://youtu.be/YXcYZsqkZ-g
Steppenwolf,Born to Be Wild,1968,https://youtu.be/rMbATaj7Il8
The Beatles,Helter Skelter,1968,https://www.youtube.com/watch?v=vWW2SzoAXMo
Grand Funk Railroad,Paranoid,1969,https://youtu.be/41-pV7AbJGU
Pink Floyd,The Nile Song,1969,https://youtu.be/hb729ghGLKw
Led Zeppelin,Communication Breakdown,1969,https://youtu.be/ZnfgRfhdpeQ
Uriah Heep,Gypsy,1970,https://youtu.be/b_5CgNbo0ns
Lucifers Friend,Ride The Sky,1970,https://www.youtube.com/watch?v=GX5uGJ4eask
The Who,Baba o'Reilly,1972,https://youtu.be/_bIwOHvI6RI
The Sweet,Fox on the Run,1975,https://www.youtube.com/watch?v=qBdFA6sI6-8
The Sweet,Hell Raiser,1973,https://www.youtube.com/watch?v=JkPoVzSPkqQ
The Sweet,Set Me Free,1974,https://www.youtube.com/watch?v=FXcRsAj26qU
Thin Lizzy,The Boys Are Back In Town,1976,https://www.youtube.com/watch?v=5_xqb416S7o
Thin Lizzy,Whiskey in the Jar,1972,https://www.youtube.com/watch?v=dHwbVcCnGvo
Thin Lizzy,The Rocker,1973,https://www.youtube.com/watch?v=mYouNnHfve4
Jimi Hendrix,Machine Gun,1975,https://www.youtube.com/watch?v=d9oyBwVjxm8
Moetley Crue,Girls Girls Girls,1987,https://youtu.be/aIM4gmho8P0
W.A.S.P.,Wild Child,1985,https://youtu.be/TsoLb-E7oy8
Moetley Crue,Shout at the Devil,1983,https://youtu.be/aqO8LpE0GU4
Dokken,Breaking The Chains,1982,https://youtu.be/n4CSG5EXQbA
Sex Pistols,Anarchy In The UK,1976,https://youtu.be/q31WY0Aobro
The Ramones,Blitzkrieg Bop,1976,https://www.youtube.com/watch?v=skdE0KAFCEA
The Misfits,Last Caress,1978,https://youtu.be/Giebe-uzPFg
Finntroll,Trollhammeren,2004,https://youtu.be/d3u86DPd7qc
Korpiklaani,Rise,2006,https://youtu.be/koYdb-a8EZA
In Extremo,Kuess Mich,2003,https://www.youtube.com/watch?v=4nPzGfv4Al4
In Extremo,Sternhagelvoll,2016,https://www.youtube.com/watch?v=jszqqtS-M-4
Saltatio Mortis,Spielmannsschwur,2013,https://www.youtube.com/watch?v=2f2_erbUyY4
Corvus Corax,Komm schenket ein,2024,https://www.youtube.com/watch?v=qEOgv1-qVd0
Trollfest,Dance Like a Ping Flamingo,2022,https://www.youtube.com/watch?v=OSM52OBPN7o
Korn,Freak on a Leash,1998,https://www.youtube.com/watch?v=jRGrNDV2mKc
Linkin Park,One Step Closer,2000,https://youtu.be/4qlCC1GOwFw?t=17
Mr. Hurley & Die Pulveraffen,Tortuga,2017,https://www.youtube.com/watch?v=nRcWmJXuUgo
Mr. Hurley & Die Pulveraffen,Unser Untergang,2019,https://www.youtube.com/watch?v=tCu29DmBivs
Mr. Hurley & Die Pulveraffen,Leuchtturm,2023,https://www.youtube.com/watch?v=9ig2xeCav7Q
Mr. Hurley & Die Pulveraffen,Blau wie das Meer,2012,https://www.youtube.com/watch?v=jLIYYa7DUhY
Mr. Hurley & Die Pulveraffen,Mit'n Hut,2020,https://youtu.be/JxHXRT5qrzM?t=7
April Art,Rodeo,2024,https://www.youtube.com/watch?v=FAgNWdTqwps
April Art,Not Sorry,2023,https://www.youtube.com/watch?v=0o0c6TWGaog
Avantasia,Dying for An Angel,2010,https://www.youtube.com/watch?v=quH_vUCdy2o
Avantasia,Lost in Space,2008,https://www.youtube.com/watch?v=o26SlmROH5Q
Battle Beast,Out of Control,2013,https://www.youtube.com/watch?v=VWHfiEKK3zw
Battle Beast,King for a Day,2017,https://www.youtube.com/watch?v=8lKYdrL-AAw
Orden Organ,Gunmen,2017,https://www.youtube.com/watch?v=JPm46Qgyn24
Orden Organ,We are Pirates,2010,https://www.youtube.com/watch?v=j8O1LpzC1Po
Orden Organ,F.E.V.E.R.,2014,https://www.youtube.com/watch?v=vZrT_w2TAIU
Orden Organ,Heart of the Android,2020,https://www.youtube.com/watch?v=USDlKRoAAY8
The New Roses,Down By The River,2019,https://www.youtube.com/watch?v=NSltvKoE7sI
The New Roses,Attracted To Danger,2024,https://www.youtube.com/watch?v=x50HwejFp_s
The New Roses,The Usual Suspects,2022,https://youtu.be/wdeYRKvRwY4?t=5
The New Roses,Thirsty,2016,https://youtu.be/5LRnmb-B_EE?t=5
Eclipse,Viva La Victoria,2019,https://www.youtube.com/watch?v=M-EvFAx0OsE
Eclipse,Roses On Your Grave,2021,https://www.youtube.com/watch?v=vHrILj5lJC0
Gotthard,Heaven,2001,https://www.youtube.com/watch?v=apP448jksho
Gotthard,Anytime Anywhere,2005,https://www.youtube.com/watch?v=XafGVomdWp8
Gotthard,One Life One Soul,2001,https://www.youtube.com/watch?v=E4QbB1Q_qAI
Gotthard,Lift U Up,2005,https://www.youtube.com/watch?v=Cg4MTBCIW8A
Gotthard,Hush,1992,https://www.youtube.com/watch?v=bndNZdXU1J0
Pretty Maids,Future World,1987,https://youtu.be/dGsGqksz6fc?t=30
Pretty Maids,Little Drops of Heaven,2010,https://www.youtube.com/watch?v=CcJJvRenq5w
Pretty Maids,Serpentine,2019,https://www.youtube.com/watch?v=TsBz33HAoh0
Pretty Maids,Kingmaker,2016,https://www.youtube.com/watch?v=EV6ebCgH-dI
Doro,Raise Your Fist In The Air,2012,https://www.youtube.com/watch?v=XGFa_xddMJQ
Doro / Warlock,All We Are,1991,https://www.youtube.com/watch?v=SX-_-4yBFIg
Rage,Straight To Hell,2001,https://www.youtube.com/watch?v=qtRFH4t5h9Y
Grand Magus,The Wheel of Pain,2001,https://www.youtube.com/watch?v=MQhwv_nO1Ps
Nightwish,Amaranth,2007,https://www.youtube.com/watch?v=GdZn7k5rZLQ
ELUVEITIE,The Call of The Mountains,2014,https://www.youtube.com/watch?v=-w2m-TeLi6I
Korpiklaani,Vodka,2009,https://www.youtube.com/watch?v=e7kJRGPgvRQ
ELUVEITIE,Inis Mona,2008,https://www.youtube.com/watch?v=iijKLHCQw5o
Beast in Black,Born Again,2017,https://www.youtube.com/watch?v=TZcWVsDSqpE
Beast in Black,Moonlight Rendezvous,2021,https://www.youtube.com/watch?v=tXZK2PIL3pc
Nightwish,Wish I Had An Angel,2004,https://www.youtube.com/watch?v=ueiOqaSvHp0
Equilibrium ,Blut im Auge,2008,https://www.youtube.com/watch?v=Yom8nNqmxvQ
Beast in Black,Die By The Blade,2019,https://www.youtube.com/watch?v=w3bWR_aLlas
Knorkator,Wir werden,2007,https://www.youtube.com/watch?v=U7-60tyLQhA
Pain,Party In My Head,2024,https://www.youtube.com/watch?v=5nl7sKwPQo4
AMARANTHE,FEARLESS,2020,https://www.youtube.com/watch?v=JzPUBTR4L_4
In Flames,Only for the Weak,2000,https://youtu.be/FwsrCSe50rA?t=5
Majestica,Above The Sky,2019,https://www.youtube.com/watch?v=yt9Ma1W_0wI
Children of Bodom,Under Grass and Clover,2019,https://www.youtube.com/watch?v=1gpfzCxiQ-A
Knorkator,Alter Mann,2007,https://www.youtube.com/watch?v=RD36GsRheEY
System Of A Down,Aerials,2001,https://www.youtube.com/watch?v=L-iepu3EtyE
System Of A Down,Chop Suey!,2001,https://www.youtube.com/watch?v=eudOwe3Rz-0
System Of A Down,Boom!,2005,https://youtu.be/bE2r7r7VVic?t=10
Blind Guardian,Mirror Mirror,2012,https://youtu.be/SVg8eP7KPNQ?t=10
Knorkator,Boese,1998,https://www.youtube.com/watch?v=TQ7qJMK8wD0
Lordi,Hard Rock Halleluja,2006,https://www.youtube.com/watch?v=-6Xl9tBWt54
Lordi,Devil is a Loser,2003,https://www.youtube.com/watch?v=j9VEmwUbDts
Lordi,Would You Love A Monsterman,2006,https://www.youtube.com/watch?v=uUpuCBTrbKo
Bonfire,You Make Me Feel,1986,https://www.youtube.com/watch?v=fB2KahkBQB8
Bonfire,American Nights,1987,https://www.youtube.com/watch?v=MxFGC4E-n_o
Krokus,Rockin' in the Free World,2017,https://www.youtube.com/watch?v=6sdYzVzWJHc
Krokus,Midnite Maniac,1984,https://www.youtube.com/watch?v=vPK-yRqHR48
Krokus,Eat The Rich,1983,https://www.youtube.com/watch?v=xwk0emLPZ5A
Dragonforce,Through the Fire and Flames,2006,https://www.youtube.com/watch?v=0jgrCKhxE1s
Dragonforce,Heroes Of Our Time,2008,https://www.youtube.com/watch?v=JVNJH1ie6yk
Dragonforce,Cry Thunder,2012,https://www.youtube.com/watch?v=r2ZstuGjF_c
Axxis,Touch The Rainbow,1995,https://www.youtube.com/watch?v=6yPp7TnPCqM
Axxis,Heaven in Black,2006,https://www.youtube.com/watch?v=IPU12ZdU_cc
Axxis,Living in a World,1989,https://www.youtube.com/watch?v=a6wePtJHbzI
Axxis,Blood Angel,2015,https://www.youtube.com/watch?v=qy5ScFCvieQ
Haggard,Awaking The Centuries,2000,https://www.youtube.com/watch?v=VvYRYCIAKZo
Haggard,In A Pale Moon's Shadow,1997,https://www.youtube.com/watch?v=PE4BZSPa-A8
Therion,Rise Of Sodom And Gomorrah,1998,https://www.youtube.com/watch?v=L_NtCdMdGrg
Oomph,Augen auf,2004,https://www.youtube.com/watch?v=fuLPJg2gwjQ
Gloryhammer,Hootsforce,2019,https://www.youtube.com/watch?v=BkUAzcja74Y&t=6s
Gloryhammer,Wasteland Warrior Hoots Patrol,2023,https://youtu.be/3Ct7lPB-ut0?t=6
Gloryhammer,Angus McFife,2013,https://youtu.be/VTW30Q4B3Go?t=5
H.E.A.T.,Living On The Run,2012,https://youtu.be/he5IEXtdjpE?t=6
H.E.A.T.,Back To The Rhythm,2022,https://youtu.be/e4bj3LM3G5A?t=14
H.E.A.T.,Dangerous Ground,2020,https://www.youtube.com/watch?v=b6d8xJqY2uA
H.E.A.T.,1000 Miles,2008,https://www.youtube.com/watch?v=e6WHiAmpVqw
Christian Steiffen,Du und Ich,2016,https://www.youtube.com/watch?v=ooTzD_1qjEs
Christian Steiffen,Die dicksten Eier der Welt,2016,https://www.youtube.com/watch?v=AxvBOQ3GmbA
Christian Steiffen,Ich hab die ganze Nacht von mir getraeumt,2013,https://youtu.be/3HPReIRfRb0?t=17
Christian Steiffen,Hier ist Party,2019,https://www.youtube.com/watch?v=tuqGpq2EzbE
Heavysaurus,Laser Ninja,2024,https://www.youtube.com/watch?v=LQweazI53-I
Heavysaurus,Flugsaurier,2024,https://www.youtube.com/watch?v=kBff-BI0FS8
Heavysaurus,Dinos woll'n euch tanzen seh'n,2020,https://www.youtube.com/watch?v=YvPQRRTXkdI
Heavysaurus,Stark wie ein Tiger,2020,https://www.youtube.com/watch?v=QBWD2FhjaHQ
Rage Against The Machine,Killing In The Name,1992,https://www.youtube.com/watch?v=bWXazVhlyxQ
Rammstein,Du Hast,1997,https://www.youtube.com/watch?v=W3q8Od5qJio
Powerman 5000,When Worlds Collide,1999,https://www.youtube.com/watch?v=lsV500W4BHU
AC/DC,Thunderstruck,1990,https://www.youtube.com/watch?v=v2AC41dglnM
AC/DC,Back in Black,1980,https://www.youtube.com/watch?v=pAgnJDJN4VA
Rob Zombie,Dragula,1998,https://www.youtube.com/watch?v=EqQuihD0hoI
AC/DC,Big Balls,1976,https://www.youtube.com/watch?v=4WwJ6OVSwkM
AC/DC,Let There Be Rock,1977,https://www.youtube.com/watch?v=3f2g4RMfhS0
AC/DC,Rock N Roll Train,2008,https://www.youtube.com/watch?v=FrFvNphZ5BQ
AC/DC,You Shook Me All Night Long,1986,https://www.youtube.com/watch?v=Lo2qQmj0_h4
Nanowar of Steel,Norwegian Reggaeton,2019,https://www.youtube.com/watch?v=j0YXfeNxJJ0
Nanowar of Steel,Disco Metal,2023,https://www.youtube.com/watch?v=CzThLiIEOw8&t=19s
Nanowar of Steel,Valhalleluja,2019,https://youtu.be/S9WWz95ripA?t=17
Exrementory Grindfuckers,Ich Zornig,2019,https://www.youtube.com/watch?v=EyGWjg-5t1c
Amon Amarth,Twilight Of The Thunder God,2008,https://www.youtube.com/watch?v=edBYB1VCV0k
Amon Amarth,Raise Your Horns,2016,https://www.youtube.com/watch?v=Ndu33Uv7Aco&t=20s
Nitrogods,Rats and Rumours,2014,https://www.youtube.com/watch?v=TgZnd2CJOz0
Dynazty,Devilry of Ecstasy,2024,https://www.youtube.com/watch?v=qIfnSJl8RmA
Dynazty,Sultans of Sin,2012,https://www.youtube.com/watch?v=x6RjiGUBJdU
Skid Row,Monkey Business,1991,https://www.youtube.com/watch?v=2pkpsxEyi-k
Monster Magnet,Powertrip,1998,https://www.youtube.com/watch?v=jE7Zv6d-HUA
Ozzy Osbourne,Crazy Train,1980,https://www.youtube.com/watch?v=tMDFv5m18Pw
Ozzy Osbourne,Bark At The Moon,1983,https://www.youtube.com/watch?v=LplPi2CxNHI
Ozzy Osbourne,Mama I'm Coming Home,1991,https://www.youtube.com/watch?v=K0siYUjV9UM
Thundermother,Driving in Style,2020,https://www.youtube.com/watch?v=gyL8pHR2UPk&t=6s
Frog Bog Dosenband,Wir bechern mit dem dicken Mann,2021,https://www.youtube.com/watch?v=lh3M-M9gcKs
Die angefahrenen Schulkinder,Mein Penis heisst Black Bauty,2000,https://www.youtube.com/watch?v=T_vPWWRUEV0
Avenged Sevenfold,Welcome to the Family,2010,https://www.youtube.com/watch?v=fAkXtZakvsY
Terasbetoni,Metallisydan,2005,https://www.youtube.com/watch?v=f6qJbYb-fjo
Journey,Don't Stop Believin,1981,https://www.youtube.com/watch?v=1k8craCGpgs
Iron Butterfly,In-A-Gadda-Da-Vida,1968,https://www.youtube.com/watch?v=UIVe-rZBcm4
Overkill,Hello From The Gutter,1988,https://www.youtube.com/watch?v=BwJbu_llZGY
Overkill,Elimination,1989,https://www.youtube.com/watch?v=svi6JiMe9c0
Humble Pie,I Don't Need No Doctor,1971,https://www.youtube.com/watch?v=UJPVLywFd9I
Mountain,Mississippi Queen,1970,https://www.youtube.com/watch?v=qEnF6EB-yMs
Alice Cooper,I'm Eighteen,1970,https://www.youtube.com/watch?v=m5ZL94cdiuU
Queensryche,Silent Lucidity,1990,https://www.youtube.com/watch?v=jhat-xUQ6dw
Danzig,Mother,1988,https://www.youtube.com/watch?v=5loWhzgV9ew
Overkill,Mean Green Killing Machine,2017,https://www.youtube.com/watch?v=5tN-70ESO3A
Kamelot,March of Mephisto,2005,https://www.youtube.com/watch?v=K0yYxOV-bRU
Epica,Cry for the Moon,2003,https://www.youtube.com/watch?v=khzv9tcl_Jk
Finntroll,Jaktens Tid,2001,https://www.youtube.com/watch?v=p4ddVp2b9zw
Kreator,Pleasure to Kill,1986,https://www.youtube.com/watch?v=Y90LJipRCFk
Dimmu Borgir,Progenies of the Great Apocalypse,2003,https://www.youtube.com/watch?v=NiNTrKsQ8TU
W.A.S.P.,Animal (Fuck like a Beast),1984,https://www.youtube.com/watch?v=Wh-btSHnblQ&rco=1
W.A.S.P.,I Wanna Be Somebody,1984,https://www.youtube.com/watch?v=pAcxNO1YV60
Marilyn Manson,The Beautiful People,1996,https://www.youtube.com/watch?v=Ypkv0HeUvTc
Marilyn Manson,Sweet Dreams,1995,https://www.youtube.com/watch?v=QUvVdTlA23w
Meat Loaf,Bat Out of Hell,1977,https://www.youtube.com/watch?v=3QGMCSCFoKA
Alice Cooper,School's Out,1972,https://www.youtube.com/watch?v=rcEbSkaAqkg
Alice Cooper,No More Mr. Nice Guy,1973,https://www.youtube.com/watch?v=KN6ngThqMEs
Alice Cooper,Poison,1989,https://www.youtube.com/watch?v=Qq4j1LtCdww
Journey,Wheel in the Sky,1978,https://www.youtube.com/watch?v=MxGEVIvSFeY
Sweet,Ballroom Blitz,1974,https://www.youtube.com/watch?v=tqketmsRz1E
Slade,Far Far Away,1974,https://www.youtube.com/watch?v=iQ5itYUNu70
Versengold,Thekenmaedchen,2019,https://www.youtube.com/watch?v=wgfNsek8xkc
Versengold,Hey Hanna,2022,https://www.youtube.com/watch?v=h8u1kkmksrE
The Rolling Stones,Paint it Black,1966,https://www.youtube.com/watch?v=O4irXQhgMqg
Scorpions,Rock You Like A Hurricane,1984,https://www.youtube.com/watch?v=6yP1tcy9a10
Scorpions,Blackout,1985,https://www.youtube.com/watch?v=75Ahxo-tIaM
Scorpions,Stone in my Shoe,1996,https://www.youtube.com/watch?v=BcQ4JEQkCUI
Slipknot,Duality,2004,https://www.youtube.com/watch?v=6fVE8kSM43I
Slipknot,Wait and Bleed,1999,https://youtu.be/B1zCN0YhW1s?t=3
Pantera,Walk,1992,https://www.youtube.com/watch?v=AkFqg5wAuFk
Pantera,Cowboys From Hell,1990,https://www.youtube.com/watch?v=i97OkCXwotE
The Beatles,Revolution,1968,https://www.youtube.com/watch?v=BGLGzRXY5Bw
The Beatles,I Want You (She's So Heavy),1969,https://www.youtube.com/watch?v=tAe2Q_LhY8g
UFO,Doctor Doctor,1974,https://www.youtube.com/watch?v=J-U5H6hmw6E
